ViewYN,PoolPrivateYN,ListingKey,CloseDate,ClosePrice,Latitude,Longitude,UnparsedAddress,LivingArea,DaysOnMarket,AssociationFeeFrequency,ListingKeyNumeric,MLSAreaMajor,ElementarySchool,AttachedGarageYN,ParkingTotal,SubdivisionName,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,BedroomsTotal,ContractStatusChangeDate,PurchaseContractDate,ListingContractDate,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,ViewYN_was_missing,PoolPrivateYN_was_missing,AttachedGarageYN_was_missing,YearBuilt_was_missing,StreetNumberNumeric_was_missing,FireplaceYN_was_missing,NewConstructionYN_was_missing,GarageSpaces_was_missing,AssociationFee_was_missing,"Flooring_,",Flooring_B,Flooring_C,Flooring_L,Flooring_R,Flooring_S,Flooring_T,Flooring_U,Flooring_V,Flooring_W,Flooring_a,Flooring_b,Flooring_c,Flooring_d,Flooring_e,Flooring_i,Flooring_k,Flooring_l,Flooring_m,Flooring_n,Flooring_o,Flooring_p,Flooring_r,Flooring_s,Flooring_t,Flooring_w,Flooring_y,"Levels_,",Levels_M,Levels_O,Levels_S,Levels_T,Levels_e,Levels_h,Levels_i,Levels_l,Levels_n,Levels_o,Levels_p,Levels_r,Levels_t,Levels_u,Levels_w,CountyOrParish_Butte,CountyOrParish_Calaveras,CountyOrParish_Clark,CountyOrParish_Colusa,CountyOrParish_Contra Costa,CountyOrParish_El Dorado,CountyOrParish_Fresno,CountyOrParish_Glenn,CountyOrParish_Humboldt,CountyOrParish_Imperial,CountyOrParish_Inyo,CountyOrParish_Kern,CountyOrParish_Kings,CountyOrParish_Lake,CountyOrParish_Lassen,CountyOrParish_Los Angeles,CountyOrParish_Madera,CountyOrParish_Mariposa,CountyOrParish_Mendocino,CountyOrParish_Merced,CountyOrParish_Modoc,CountyOrParish_Monterey,CountyOrParish_Napa,CountyOrParish_Nevada,CountyOrParish_Orange,CountyOrParish_Other,CountyOrParish_Other State,CountyOrParish_Placer,CountyOrParish_Plumas,CountyOrParish_Riverside,CountyOrParish_Sacramento,CountyOrParish_San Benito,CountyOrParish_San Bernardino,CountyOrParish_San Diego,CountyOrParish_San Francisco,CountyOrParish_San Joaquin,CountyOrParish_San Luis Obispo,CountyOrParish_San Mateo,CountyOrParish_Santa Barbara,CountyOrParish_Santa Clara,CountyOrParish_Santa Cruz,CountyOrParish_Shasta,CountyOrParish_Sierra,CountyOrParish_Siskiyou,CountyOrParish_Solano,CountyOrParish_Sonoma,CountyOrParish_Stanislaus,CountyOrParish_Sutter,CountyOrParish_Tehama,CountyOrParish_Tulare,CountyOrParish_Tuolumne,CountyOrParish_Ventura,CountyOrParish_Yolo,CountyOrParish_Yuba,StateOrProvince_CA,StateOrProvince_FL,City_Adelanto,City_Alhambra,City_Aliso Viejo,City_Anaheim,City_Anaheim Hills,City_Apple Valley,City_Arcadia,City_Arroyo Grande,City_Atascadero,City_Atwater,City_Azusa,City_Bakersfield,City_Baldwin Park,City_Banning,City_Barstow,City_Beaumont,City_Bellflower,City_Big Bear City,City_Big Bear Lake,City_Brea,City_Buena Park,City_Burbank,City_Calabasas,City_California City,City_Camarillo,City_Canyon Country,City_Canyon Lake,City_Carlsbad,City_Carson,City_Castaic,City_Cerritos,City_Chatsworth,City_Chico,City_Chino,City_Chino Hills,City_Chula Vista,City_Claremont,City_Clovis,City_Colton,City_Compton,City_Corona,City_Costa Mesa,City_Coto de Caza,City_Covina,City_Crestline,City_Cypress,City_Dana Point,City_Desert Hot Springs,City_Diamond Bar,City_Downey,City_Eastvale,City_El Cajon,City_El Monte,City_Encinitas,City_Encino,City_Escondido,City_Fallbrook,City_Fontana,City_Fountain Valley,City_Fresno,City_Fullerton,City_Garden Grove,City_Gardena,City_Glendale,City_Glendora,City_Granada Hills,City_Grover Beach,City_Hacienda Heights,City_Hawthorne,City_Helendale,City_Hemet,City_Hesperia,City_Highland,City_Huntington Beach,City_Indio,City_Inglewood,City_Irvine,City_Joshua Tree,City_Jurupa Valley,City_Kelseyville,City_La Habra,City_La Mirada,City_La Puente,City_La Quinta,City_La Verne,City_Ladera Ranch,City_Laguna Beach,City_Laguna Hills,City_Laguna Niguel,City_Lake Arrowhead,City_Lake Elsinore,City_Lake Forest,City_Lakewood,City_Lancaster,City_Loma Linda,City_Lompoc,City_Long Beach,City_Los Angeles,City_Los Osos,City_Madera,City_Manhattan Beach,City_Menifee,City_Merced,City_Mission Viejo,City_Monrovia,City_Montclair,City_Montebello,City_Monterey Park,City_Moreno Valley,City_Morro Bay,City_Murrieta,City_Newhall,City_Newport Beach,City_Nipomo,City_Norco,City_North Hills,City_North Hollywood,City_North Tustin,City_Northridge,City_Norwalk,City_Oceanside,City_Ontario,City_Orange,City_Oroville,City_Other,City_Oxnard,City_Pacoima,City_Palm Desert,City_Palm Springs,City_Palmdale,City_Palos Verdes Estates,City_Paradise,City_Pasadena,City_Paso Robles,City_Perris,City_Phelan,City_Pico Rivera,City_Placentia,City_Pomona,City_Porter Ranch,City_Rancho Cucamonga,City_Rancho Mission Viejo,City_Rancho Palos Verdes,City_Rancho Santa Margarita,City_Redlands,City_Redondo Beach,City_Reseda,City_Rialto,City_Riverside,City_Rosamond,City_Rosemead,City_Rowland Heights,City_Running Springs,City_San Bernardino,City_San Clemente,City_San Diego,City_San Dimas,City_San Fernando,City_San Gabriel,City_San Jacinto,City_San Juan Capistrano,City_San Luis Obispo,City_San Marcos,City_San Pedro,City_Santa Ana,City_Santa Maria,City_Saugus,City_Seal Beach,City_Sherman Oaks,City_Simi Valley,City_South Gate,City_Stevenson Ranch,City_Sunland,City_Sylmar,City_Tarzana,City_Tehachapi,City_Temecula,City_Temple City,City_Thousand Oaks,City_Torrance,City_Tujunga,City_Tustin,City_Upland,City_Valencia,City_Van Nuys,City_Ventura,City_Victorville,City_Vista,City_Walnut,City_West Covina,City_West Hills,City_Westminster,City_Whittier,City_Wildomar,City_Winchester,City_Winnetka,City_Woodland Hills,City_Yorba Linda,City_Yucaipa,City_Yucca Valley
1,1,1112962623,2025-05-28,1750000.0,33.703873,-117.969721,17830 Winterberry Street,0.7228615960092862,-0.7728067202410855,0,1112962623,16 - Fountain Valley / Northeast HB,Tamura,1,2.5,La Linda (Magnolia & Slater) (LALI),1969.0,17830.0,OC25091668,3.0,5.0,2025-05-28,2025-05-13,2025-04-22,Fulton,1,2.0,Fountain Valley,3.0,0,2.5,Huntington Beach Union High,92708,-0.36393308206112124,-0.244264809476548,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1112957769,2025-05-30,790000.0,32.744281,-117.074202,3536 Day Street,-0.6438873376766258,-0.7497639553193511,0,1112957769,92105 - East San Diego,Unknown,1,4.0,Unknown,1969.0,3536.0,NDP2504524,2.0,3.0,2025-05-30,2025-05-14,2025-04-06,Unknown,1,1.0,Unknown,3.0,0,2.0,San Diego Unified,92105,-0.36393308206112124,-0.3205192207183836,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112956619,2025-05-27,2200000.0,33.671468,-117.941822,2030 Goldeneye Place,1.5311959653606684,-0.79584948516282,0,1112956619,C1 - Mesa Verde,Unknown,1,3.0,other,1968.0,2030.0,OC25101284,3.0,4.0,2025-05-27,2025-05-12,2025-05-08,Unknown,1,2.0,Unknown,2.0,0,3.0,Newport Mesa Unified,92626,-0.36393308206112124,-0.2681565310144599,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112956189,2025-05-29,1741250.0,32.730528,-117.21949,2766 Laning Road,0.5067850979217992,-0.7267211903976167,1,1112956189,92106 - Point Loma,Unknown,1,2.0,Unknown,2004.0,2766.0,NDP2504522,3.0,3.0,2025-05-29,2025-05-15,2025-05-08,Unknown,1,2.0,Unknown,0.0,0,2.0,San Diego Unified,92106,0.6417866112171304,-0.43257139473119066,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112940306,2025-05-30,2100000.0,33.764285,-118.37663700000002,29353 Whitley Collins Drive,0.6929232860333091,-0.8188922500845544,0,1112940306,174 - Crest,Soleado,1,2.0,Unknown,1963.0,29353.0,SB25101144,3.0,4.0,2025-05-30,2025-05-13,2025-05-08,Ridgecrest,1,2.0,Palos Verdes Peninsula,1.0,0,2.0,Palos Verdes Peninsula Unified,90275,-0.36393308206112124,-0.16816967637829844,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112938438,2025-05-30,862000.0,32.859199,-116.95131299999998,11249 Callio Way,-0.2703092958024765,-0.8419350150062888,0,1112938438,92040 - Lakeside,Unknown,1,7.0,Unknown,2001.0,11249.0,PTP2503323,3.0,3.0,2025-05-30,2025-05-10,2025-05-08,Unknown,1,2.0,Unknown,0.0,0,3.0,Grossmont Union,92040,-0.36393308206112124,-0.274288739542524,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112932889,2025-05-23,555000.0,33.689171,-117.155944,29835 Camino Cristal,-0.7636405775805343,-0.79584948516282,1,1112932889,SRCAR - Southwest Riverside County,Unknown,1,2.0,Unknown,1989.0,29835.0,AR25101374,2.0,3.0,2025-05-23,2025-05-11,2025-05-07,Unknown,1,1.0,Unknown,3.0,0,2.0,Menifee Union,92584,0.24931063335244683,-0.30606472918794686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112931432,2025-05-22,985000.0,33.819355,-117.843544,1894 N Silverwood Street,-0.17789103457228622,-0.7728067202410855,0,1112931432,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",Taft,1,2.0,Other,1963.0,1894.0,PW25099826,2.0,3.0,2025-05-22,2025-05-12,2025-05-07,Cerro Villa,1,1.0,Villa Park,3.0,0,2.0,Orange Unified,92865,-0.36393308206112124,-0.19819360644427444,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112928451,2025-05-22,335000.0,39.524493,-121.533578,165 Acacia Avenue,0.14101704995442657,-0.79584948516282,0,1112928451,Unknown,Unknown,0,0.0,Unknown,1954.0,165.0,OR25101966,2.0,3.0,2025-05-22,2025-05-11,2025-05-07,Unknown,1,1.0,Unknown,3.0,0,0.0,Oroville Union,95966,-0.36393308206112124,-0.011201065874216948,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112927679,2025-05-29,1525000.0,33.816734999999994,-118.357972,4202 Calle Mayor,0.000437159632447043,-0.8419350150062888,0,1112927679,129 - South Torrance,Arnold,1,2.0,Unknown,1960.0,4202.0,SB25092017,2.0,3.0,2025-05-29,2025-05-09,2025-05-07,Calle Mayor,1,1.0,South,3.0,0,2.0,Torrance Unified,90505,-0.36393308206112124,-0.289300704575512,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112926886,2025-05-20,700000.0,32.744727000000005,-117.05779,3510 MERIDIAN AVE,-1.4782550200505968,-0.7728067202410855,0,1112926886,92115 - San Diego,Unknown,1,3.0,Unknown,1952.0,3510.0,PTP2503309,1.0,2.0,2025-05-20,2025-05-12,2025-05-07,Unknown,0,1.0,Unknown,2.0,0,1.0,San Diego Unified,92115,-0.36393308206112124,-0.2926455455908197,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112926282,2025-05-29,1250000.0,33.896167999999996,-117.878098,2849 Amherst Avenue,-0.44473249305382145,-0.7728067202410855,0,1112926282,83 - Fullerton,Unknown,1,2.0,Other,1962.0,2849.0,PW25101815,2.0,3.0,2025-05-29,2025-05-12,2025-05-07,Unknown,1,1.0,Unknown,3.0,0,2.0,Fullerton Joint Union High,92831,-0.36393308206112124,-0.20663534805433667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112924496,2025-05-27,920000.0,34.156715000000005,-117.496325,14090 Glendale Court,-0.09458443290000207,-0.8649777799280232,0,1112924496,688 - Rancho Cucamonga,Unknown,1,9.0,Unknown,1998.0,14090.0,HD25101807,2.0,4.0,2025-05-27,2025-05-08,2025-05-07,Unknown,1,1.0,Unknown,4.0,0,3.0,Etiwanda,91739,-0.36393308206112124,-0.12540349482543606,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
